stationId,security,stationName
60000109,0.709045687,Geffur VII - Moon 3 - CBD Corporation Storage
60000112,0.593092659,Arnon VIII - Moon 2 - CBD Corporation Storage
60000115,0.42368577,Adirain V - Moon 4 - CBD Corporation Storage
60000118,0.669496111,Attyn V - Moon 2 - CBD Corporation Storage
60000121,0.3732626,Lisbaetanne I - CBD Corporation Storage
60000124,0.593092659,Arnon XII - CBD Corporation Storage
60000127,0.593092659,Arnon X - Moon 8 - CBD Corporation Storage
60000130,0.478673202,Chibi VI - Moon 13 - CBD Corporation Storage
60000133,0.751878139,Pahineh VII - Moon 9 - CBD Corporation Storage
60000136,0.68934982,Avada II - CBD Corporation Storage
60000139,0.498554833,Haimeh IX - Moon 4 - CBD Corporation Storage
60000142,0.478673202,Chibi VIII - Moon 21 - CBD Corporation Storage
60000145,0.498554833,Haimeh II - CBD Corporation Storage
60000148,0.478755802,Dammalin VI - CBD Corporation Storage
60000151,0.376794038,Gulmorogod VI - Moon 4 - CBD Corporation Storage
60000154,0.438684256,Olfeim V - Moon 3 - CBD Corporation Storage
60000157,0.376794038,Gulmorogod VIII - Moon 25 - CBD Corporation Storage
60000160,0.558835698,Alakgur VIII - Moon 2 - CBD Corporation Storage
60000163,0.558835698,Alakgur IX - Moon 9 - CBD Corporation Storage
60000166,0.472105063,Keba II - CBD Corporation Storage
60000169,0.383267219,Pserz VIII - Moon 3 - CBD Corporation Storage
60000172,0.275499512,Soza XII - Moon 14 - CBD Corporation Storage
60000175,0.383267219,Pserz XII - Moon 4 - CBD Corporation Storage
60000178,0.228141726,Vaini III - CBD Corporation Storage
60000181,0.472105063,Keba IX - Moon 1 - CBD Corporation Storage
60000184,0.939664481,Shesha III - CBD Corporation Storage
60000187,0.891444073,Hilaban VI - Moon 1 - CBD Corporation Storage
60000190,0.891444073,Hilaban IV - Moon 5 - CBD Corporation Storage
60000193,0.891444073,Hilaban III - Moon 3 - CBD Corporation Storage
60000196,0.684395769,Pimebeka VIII - Moon 9 - CBD Corporation Storage
60000199,0.891444073,Hilaban VIII - Moon 1 - CBD Corporation Storage
60000202,0.34089375,Khabara VII - Moon 15 - CBD Corporation Storage
60000205,0.351496646,Nebian II - CBD Corporation Storage
60000208,0.438170999,Ami V - Moon 1 - CBD Corporation Storage
60000211,0.438170999,Ami VI - CBD Corporation Storage
60000214,0.396833384,Fensi VI - Moon 10 - CBD Corporation Storage
60000217,0.438170999,Ami VII - Moon 1 - CBD Corporation Storage
60000220,0.729366071,Sinid VI - CBD Corporation Storage
60000223,0.867338914,Zith IX - Moon 2 - CBD Corporation Storage
60000226,0.833348048,Ilas V - Moon 1 - CBD Corporation Storage
60000229,0.949794207,Tew IX - Moon 9 - CBD Corporation Storage
60000232,0.729366071,Sinid VI - Moon 2 - CBD Corporation Storage
60000235,0.833348048,Ilas VII - Moon 10 - CBD Corporation Storage
60000238,0.909280859,Inis-Ilix V - CBD Corporation Storage
60000241,0.773735647,Sonama VI - Moon 12 - CBD Corporation Storage
60000244,0.909280859,Inis-Ilix IV - Moon 1 - CBD Corporation Storage
60000247,0.773735647,Sonama VII - Moon 5 - CBD Corporation Storage
60000250,0.647332714,Kothe X - Moon 6 - CBD Corporation Storage
60000253,0.869107281,Suner VII - Moon 16 - CBD Corporation Storage
60000256,0.665782485,Elonaya X - Moon 22 - CBD Corporation Storage
60000259,0.508041099,Nonni VI - CBD Corporation Storage
60000262,0.508041099,Nonni IV - CBD Corporation Storage
60000265,0.741152174,Piak II - Moon 3 - CBD Corporation Storage
60000268,0.508041099,Nonni III - CBD Corporation Storage
60000271,0.665782485,Elonaya X - Moon 11 - CBD Corporation Storage
60000274,0.699187208,Gekutami V - Moon 1 - Prompt Delivery Storage
60000277,0.743252265,Jakanerva III - Moon 15 - Prompt Delivery Storage
60000280,0.699187208,Gekutami VII - Moon 3 - Prompt Delivery Storage
60000283,0.633705945,Mitsolen IV - Moon 9 - Prompt Delivery Storage
60000286,0.637428133,Jatate III - Moon 10 - Prompt Delivery Storage
60000289,0.637428133,Jatate IV - Moon 17 - Prompt Delivery Storage
60000292,0.650146462,Geras IX - Moon 7 - Prompt Delivery Storage
60000295,0.874584975,Shihuken VII - Moon 10 - Prompt Delivery Storage
60000298,0.945964553,Unpas VIII - Moon 11 - Prompt Delivery Storage
60000301,0.56695828,Hentogaira III - Moon 6 - Prompt Delivery Storage
60000304,0.56695828,Hentogaira IV - Prompt Delivery Storage
60000307,0.528522107,Kiainti IX - Moon 8 - Prompt Delivery Storage
60000310,0.665782485,Elonaya X - Moon 21 - Ytiri Storage
60000313,0.741152174,Piak IV - Moon 22 - Ytiri Storage
60000316,0.741152174,Piak III - Moon 19 - Ytiri Storage
60000319,0.447790095,Aunenen VII - Moon 1 - Ytiri Storage
60000322,0.819647798,Auviken V - Moon 6 - Ytiri Storage
60000325,0.816638767,Oijamon III - Moon 12 - Ytiri Storage
60000328,0.571340014,Jeras VII - Moon 15 - Ytiri Storage
60000331,0.571340014,Jeras VII - Moon 1 - Ytiri Storage
60000334,0.549477346,Saatuban IX - Moon 1 - Ytiri Storage
60000337,0.67770076,Isikano VIII - Moon 7 - Ytiri Storage
60000340,0.505969545,Piekura VII - Moon 1 - Ytiri Storage
60000343,0.67770076,Isikano VII - Moon 5 - Ytiri Storage
60000346,0.693806491,Ouranienen IV - Ytiri Storage
60000349,0.453232736,Raussinen X - Moon 3 - Ytiri Storage
60000352,0.60593052,Uemisaisen VIII - Moon 10 - Ytiri Storage
60000355,-1,Kino VII - Moon 13 - Perun Clade Porevitium Vault
60000358,0.953123231,Perimeter VI - Ytiri Storage
60000361,0.945913117,Jita IV - Moon 6 - Ytiri Storage
60000364,0.945913117,Jita V - Moon 14 - Ytiri Storage
60000367,0.959995211,Urlen VII - Moon 8 - Ytiri Storage
60000370,0.885312215,Tunttaras IX - Moon 11 - Ytiri Storage
60000373,0.843815746,Iidoken VI - Moon 8 - Ytiri Storage
60000376,0.816556729,Nourvukaiken VII - Moon 18 - Ytiri Storage
60000379,0.769323094,Tsuguwa IV - Moon 15 - Ytiri Storage
60000382,-1,Otanuomi IV - Moon 5 - Perun Clade Bioadaptation Chambers
60000385,0.500278963,Vouskiaho IV - Moon 1 - Ytiri Storage
60000388,0.500278963,Vouskiaho VI - Moon 14 - Ytiri Storage
60000391,-1,Otanuomi VI - Moon 9 - The Convocation of Triglav Proving Complex
60000394,0.986814623,Ikuchi VI - Moon 15 - Ytiri Storage
60000397,0.663810823,Ohmahailen IV - Moon 2 - Ytiri Storage
60000400,0.974726207,Hirtamon VI - Moon 6 - Ytiri Storage
60000403,0.986814623,Ikuchi VI - Moon 6 - Ytiri Storage
60000406,0.737107685,Iivinen X - Moon 2 - Ytiri Storage
60000409,0.941060866,Hatakani VIII - Moon 17 - Ytiri Storage
60000412,0.941060866,Hatakani VIII - Moon 11 - Ytiri Storage
60000415,0.737107685,Iivinen VIII - Moon 8 - Ytiri Storage
60000418,0.847664463,Oichiya VII - Moon 6 - Ytiri Storage
60000421,0.893456998,Saila VII - Moon 15 - Ytiri Storage
60000424,0.489788584,Aramachi II - Moon 2 - Ytiri Storage
60000427,0.8039991,Isenairos VII - Moon 4 - Ytiri Storage
60000430,0.729161139,Suroken VII - Moon 2 - Hyasyoda Corporation Mineral Reserve
60000433,0.847299954,Kusomonmon VI - Moon 4 - Hyasyoda Corporation Mining Outpost
60000436,0.847299954,Kusomonmon IV - Moon 4 - Hyasyoda Corporation Mining Outpost
60000439,0.670042126,Isikesu IV - Moon 14 - Hyasyoda Corporation Mining Outpost
60000442,0.670042126,Isikesu IV - Moon 7 - Hyasyoda Corporation Mineral Reserve
60000445,0.847299954,Kusomonmon VI - Moon 24 - Hyasyoda Corporation Mining Outpost
60000448,0.959995211,Urlen VII - Moon 6 - Hyasyoda Corporation Refinery
60000451,0.945913117,Jita IV - Moon 6 - Hyasyoda Corporation Refinery
60000454,0.9639236,Niyabainen VIII - Moon 16 - Hyasyoda Corporation Mineral Reserve
60000457,0.9639236,Niyabainen IX - Moon 21 - Hyasyoda Corporation Mining Outpost
60000460,0.9639236,Niyabainen IX - Moon 8 - Hyasyoda Corporation Mineral Reserve
60000463,0.945913117,Jita VI - Hyasyoda Corporation Refinery
60000466,0.561301465,Umokka X - Moon 21 - Hyasyoda Corporation Mining Outpost
60000469,0.561301465,Umokka VI - Moon 2 - Hyasyoda Corporation Mining Outpost
60000472,0.780765406,Ruvas VI - Moon 10 - Hyasyoda Corporation Refinery
60000475,0.851632948,Airkio IX - Moon 14 - Hyasyoda Corporation Mineral Reserve
60000478,0.561301465,Umokka VII - Moon 9 - Hyasyoda Corporation Mining Outpost
60000481,0.851632948,Airkio IX - Moon 1 - Hyasyoda Corporation Mineral Reserve
60000484,0.38488669,Ohkunen V - Moon 19 - Hyasyoda Corporation Mining Outpost
60000487,-1,Wirashoda VII - Moon 5 - Veles Clade Mutaplasmid Farm
60000490,-1,Wirashoda V - Veles Clade Extractive Terminus
60000493,0.417260816,Eruka V - Moon 5 - Hyasyoda Corporation Mining Outpost
60000496,0.47417905,Uchoshi XI - Moon 12 - Hyasyoda Corporation Mineral Reserve
60000499,0.417260816,Eruka VIII - Moon 18 - Hyasyoda Corporation Mining Outpost
60000502,0.625297524,Abagawa IV - Moon 2 - Hyasyoda Corporation Mineral Reserve
60000505,0.743252265,Jakanerva IV - Moon 4 - Hyasyoda Corporation Refinery
60000508,0.699187208,Gekutami III - Hyasyoda Corporation Refinery
60000511,0.699187208,Gekutami V - Hyasyoda Corporation Mineral Reserve
60000514,0.541326682,Hampinen V - Moon 1 - Hyasyoda Corporation Mineral Reserve
60000517,0.743252265,Jakanerva II - Moon 13 - Hyasyoda Corporation Refinery
60000520,0.483909154,Uminas IV - Moon 1 - Hyasyoda Corporation Mining Outpost
60000523,0.761305682,Nuken VII - Moon 20 - Hyasyoda Corporation Mining Outpost
60000526,0.561773868,Wuos V - Moon 1 - Hyasyoda Corporation Mining Outpost
60000529,0.503991882,Airaken VI - Moon 3 - Hyasyoda Corporation Mineral Reserve
60000532,0.483909154,Uminas VI - Moon 6 - Hyasyoda Corporation Mining Outpost
60000535,0.680264298,Osmon IV - Moon 4 - Hyasyoda Corporation Mineral Reserve
60000538,0.941060866,Hatakani VI - Moon 5 - Hyasyoda Corporation Refinery
60000541,0.941060866,Hatakani VI - Moon 4 - Hyasyoda Corporation Refinery
60000544,0.737107685,Iivinen X - Moon 10 - Hyasyoda Corporation Mineral Reserve
60000547,0.919029819,Tennen VIII - Moon 4 - Hyasyoda Corporation Refinery
60000550,0.919029819,Tennen VIII - Moon 13 - Hyasyoda Corporation Mineral Reserve
60000553,0.737107685,Iivinen X - Moon 5 - Hyasyoda Corporation Mining Outpost
60000556,-1,Kaunokka IV - Veles Clade Semiosis Theater
60000559,-1,Kaunokka II - Moon 1 - Veles Clade Mutaplasmid Farm
60000562,0.533575373,Oisio III - Moon 1 - Hyasyoda Corporation Refinery
60000565,0.611822067,Venilen VIII - Moon 3 - Hyasyoda Corporation Mining Outpost
60000568,0.611822067,Venilen VIII - Moon 8 - Hyasyoda Corporation Mining Outpost
60000571,0.611822067,Venilen XI - Moon 14 - Hyasyoda Corporation Mining Outpost
60000574,0.500278963,Vouskiaho III - Hyasyoda Corporation Mineral Reserve
60000577,0.528522107,Kiainti VI - Moon 1 - Hyasyoda Corporation Refinery
60000580,0.500278963,Vouskiaho VI - Moon 15 - Hyasyoda Corporation Mineral Reserve
60000583,-1,Otanuomi VI - Moon 7 - Perun Clade Extractive Terminus
60000586,-1,Otanuomi V - Moon 16 - Perun Clade Mutaplasmid Farm
60000589,0.500278963,Vouskiaho VIII - Moon 17 - Hyasyoda Corporation Refinery
60000592,0.398267938,Dantumi IV - Moon 19 - Hyasyoda Corporation Mineral Reserve
60000595,0.518560477,Kiskoken I - Hyasyoda Corporation Mining Outpost
60000598,0.53013686,Ossa VII - Moon 5 - Hyasyoda Corporation Mineral Reserve
60000601,0.398267938,Dantumi III - Hyasyoda Corporation Refinery
60000604,0.518560477,Kiskoken VII - Moon 2 - Hyasyoda Corporation Mining Outpost
60000607,0.560299193,Antiainen I - Hyasyoda Corporation Refinery
60000610,0.778535233,Paara I - Deep Core Mining Inc. Mining Outpost
60000613,0.794423787,Ono V - Moon 2 - Deep Core Mining Inc. Mining Outpost
60000616,0.794423787,Ono VI - Moon 6 - Deep Core Mining Inc. Mining Outpost
60000619,0.847299954,Kusomonmon V - Moon 14 - Deep Core Mining Inc. Mining Outpost
60000622,0.609265501,Haatomo VI - Moon 16 - Deep Core Mining Inc. Refinery
60000625,0.847299954,Kusomonmon V - Moon 20 - Deep Core Mining Inc. Mining Outpost
60000628,-1,Kaunokka VI - Moon 1 - Veles Clade Extractive Terminus
60000631,0.501220185,Yria II - Moon 11 - Deep Core Mining Inc. Refinery
60000634,-1,Kaunokka III - Moon 1 - Veles Clade Extractive Terminus
60000637,0.557445186,Hogimo V - Moon 11 - Deep Core Mining Inc. Mining Outpost
60000640,0.557445186,Hogimo IV - Deep Core Mining Inc. Mining Outpost
60000643,0.557445186,Hogimo V - Moon 16 - Deep Core Mining Inc. Mining Outpost
60000646,0.541326682,Hampinen V - Poksu Mineral Group Mining Outpost
60000649,0.652440258,Saisio VIII - Moon 16 - Poksu Mineral Group Mineral Reserve
60000652,0.699187208,Gekutami VI - Poksu Mineral Group Mineral Reserve
60000655,0.541326682,Hampinen VII - Moon 11 - Poksu Mineral Group Refinery
60000658,0.602213089,Ikao VIII - Moon 1 - Poksu Mineral Group Mineral Reserve
60000661,0.534683845,Waira VIII - Moon 17 - Poksu Mineral Group Mineral Reserve
60000664,0.813314897,Tintoh VI - Moon 1 - Poksu Mineral Group Mining Outpost
60000667,0.602213089,Ikao VIII - Poksu Mineral Group Mineral Reserve
60000670,0.847299954,Kusomonmon VI - Moon 20 - Poksu Mineral Group Mining Outpost
60000673,0.712755626,Anttiri III - Poksu Mineral Group Mineral Reserve
60000676,0.712755626,Anttiri V - Moon 18 - Poksu Mineral Group Mineral Reserve
60000679,0.729161139,Suroken X - Moon 1 - Poksu Mineral Group Refinery
60000682,1,New Caldari Prime - Moon 1 - Poksu Mineral Group Mineral Reserve
60000685,0.953123231,Perimeter VII - Poksu Mineral Group Mineral Reserve
60000688,1,New Caldari I (Matigu) - Poksu Mineral Group Mineral Reserve
60000691,0.9639236,Niyabainen VII - Moon 2 - Poksu Mineral Group Mineral Reserve
60000694,0.303625936,Tannolen VIII - Moon 14 - Poksu Mineral Group Mining Outpost
60000697,0.398090283,Oto VIII - Moon 6 - Poksu Mineral Group Mining Outpost
60000700,0.324032566,Eranakko III - Moon 6 - Poksu Mineral Group Mineral Reserve
60000703,0.335828896,Hasmijaala X - Moon 1 - Poksu Mineral Group Refinery
60000706,-1,Kino V - Moon 3 - Perun Clade Semiosis Theater
60000709,0.512569589,Sotrentaira VI - Moon 11 - Poksu Mineral Group Mineral Reserve
60000712,-1,Kino IV - Moon 12 - Perun Clade Extractive Terminus
60000715,0.453232736,Raussinen IX - Moon 13 - Poksu Mineral Group Mining Outpost
60000718,0.8039991,Isenairos VI - Poksu Mineral Group Mineral Reserve
60000721,0.872794306,Motsu VI - Moon 13 - Poksu Mineral Group Mining Outpost
60000724,0.489788584,Aramachi VII - Moon 8 - Poksu Mineral Group Mining Outpost
60000727,0.489788584,Aramachi VI - Moon 6 - Poksu Mineral Group Mining Outpost
60000730,0.508041099,Nonni III - Poksu Mineral Group Refinery
60000733,0.489404959,Litiura VII - Moon 4 - Poksu Mineral Group Mineral Reserve
60000736,0.741152174,Piak III - Moon 6 - Poksu Mineral Group Mineral Reserve
60000739,0.741152174,Piak II - Poksu Mineral Group Refinery
60000742,0.557445186,Hogimo V - Moon 7 - Poksu Mineral Group Mining Outpost
60000745,0.557445186,Hogimo V - Moon 9 - Poksu Mineral Group Mining Outpost
60000748,0.572712904,Huttaken VI - Moon 2 - Poksu Mineral Group Mineral Reserve
60000751,0.44878476,Enderailen V - Poksu Mineral Group Refinery
60000754,0.842494848,Veisto V - Moon 4 - Poksu Mineral Group Refinery
60000757,0.842494848,Veisto V - Moon 5 - Poksu Mineral Group Refinery
60000760,0.858976279,Funtanainen V - Poksu Mineral Group Mineral Reserve
60000763,0.841025463,Sobaseki XIII - Moon 3 - Poksu Mineral Group Mineral Reserve
60000766,0.770921537,Korama VI - Moon 10 - Minedrill Mining Outpost
60000769,0.560588406,Isseras IV - Moon 1 - Minedrill Mineral Reserve
60000772,0.66223003,Aakari I - Minedrill Refinery
60000775,0.645797392,Aikantoh III - Minedrill Mining Outpost
60000778,0.645797392,Aikantoh III - Moon 2 - Minedrill Mining Outpost
60000781,0.645797392,Aikantoh VI - Moon 2 - Minedrill Mining Outpost
60000784,0.56695828,Hentogaira I - Moon 13 - Minedrill Mineral Reserve
60000787,0.493712283,Vasala VI - Moon 10 - Minedrill Refinery
60000790,0.56695828,Hentogaira II - Moon 6 - Minedrill Refinery
60000793,0.847299954,Kusomonmon IV - Moon 2 - Minedrill Mining Outpost
60000796,0.847299954,Kusomonmon IV - Moon 6 - Minedrill Mining Outpost
60000799,0.621321782,Juunigaishi XI - Moon 3 - Minedrill Refinery
60000802,0.523531751,Uesuro II - Moon 1 - Minedrill Refinery
60000805,0.357089238,Isie V - Minedrill Mining Outpost
60000808,0.450910983,Oishami VII - Moon 12 - Minedrill Mining Outpost
60000811,0.851632948,Airkio IX - Minedrill Refinery
60000814,0.851632948,Airkio III - Moon 1 - Minedrill Mineral Reserve
60000817,0.561301465,Umokka X - Moon 12 - Minedrill Mining Outpost
60000820,0.296379021,Hakonen IX - Moon 16 - Minedrill Refinery
60000823,0.528344647,Vuorrassi IV - Moon 2 - Minedrill Mineral Reserve
60000826,0.328331834,Taisy III - Minedrill Refinery
60000829,0.872794306,Motsu III - Minedrill Mineral Reserve
60000832,0.489788584,Aramachi V - Moon 1 - Minedrill Mining Outpost
60000835,0.489788584,Aramachi VI - Moon 4 - Minedrill Mining Outpost
60000838,0.604187552,Hageken X - Moon 9 - Minedrill Mineral Reserve
60000841,0.780999432,Isikemi IV - Moon 3 - Minedrill Mineral Reserve
60000844,0.841025463,Sobaseki VI - Minedrill Mineral Reserve
60000847,0.398090283,Oto VIII - Moon 4 - Minedrill Mining Outpost
60000850,0.335828896,Hasmijaala VIII - Moon 4 - Minedrill Mineral Reserve
60000853,0.303625936,Tannolen VI - Moon 7 - Minedrill Mining Outpost
60000856,0.609265501,Haatomo VI - Moon 1 - Caldari Provisions Warehouse
60000859,0.847299954,Kusomonmon VI - Moon 6 - Caldari Provisions Plantation
60000862,0.729161139,Suroken XI - Caldari Provisions Plantation
60000865,0.621321782,Juunigaishi X - Moon 3 - Caldari Provisions Food Packaging
60000868,0.483909154,Uminas V - Moon 3 - Caldari Provisions Plantation
60000871,0.483909154,Uminas VI - Moon 7 - Caldari Provisions Plantation
60000874,0.643165759,Korsiki IV - Moon 16 - Caldari Provisions Food Packaging
60000877,0.761305682,Nuken VI - Moon 12 - Caldari Provisions Plantation
60000880,0.658938276,Halaima VII - Moon 6 - Caldari Provisions Warehouse
60000883,0.668238369,Sankkasen VII - Moon 4 - Caldari Provisions Plantation
60000886,0.534683845,Waira VIII - Moon 15 - Caldari Provisions Food Packaging
60000889,0.534683845,Waira V - Moon 1 - Caldari Provisions Food Packaging
60000892,0.841025463,Sobaseki X - Moon 15 - Caldari Provisions Warehouse
60000895,0.841025463,Sobaseki IX - Moon 9 - Caldari Provisions Food Packaging
60000898,0.604187552,Hageken X - Moon 20 - Caldari Provisions Warehouse
60000901,0.858976279,Funtanainen II - Caldari Provisions Warehouse
60000904,0.645119863,Ukkalen VII - Moon 1 - Caldari Provisions Plantation
60000907,0.634221028,Soshin VII - Moon 4 - Caldari Provisions Plantation
60000910,0.645119863,Ukkalen IV - Moon 1 - Caldari Provisions Plantation
60000913,0.740427063,Onuse VII - Moon 21 - Caldari Provisions Plantation
60000916,0.440715381,Maila VI - Moon 2 - Caldari Provisions Plantation
60000919,0.532008285,Ikami VI - Moon 13 - Caldari Provisions Food Packaging
60000922,0.324624876,Akora IX - Moon 12 - Caldari Provisions Plantation
60000925,0.440715381,Maila IV - Caldari Provisions Warehouse
60000928,0.520267253,Irjunen VI - Caldari Provisions Food Packaging
60000931,0.779168559,Kaaputenen III - Moon 7 - Caldari Provisions Plantation
60000934,0.462496701,Inari IX - Moon 7 - Caldari Provisions Plantation
60000937,0.779168559,Kaaputenen V - Moon 16 - Caldari Provisions Plantation
60000940,0.801225642,Haajinen XII - Moon 9 - Caldari Provisions Food Packaging
60000943,0.801225642,Haajinen XII - Moon 19 - Caldari Provisions Food Packaging
60000946,0.519667704,Torrinos V - Moon 10 - Caldari Provisions Food Packaging
60000949,0.725113184,Isinokka VI - Moon 7 - Caldari Provisions Warehouse
60000952,-1,Kino VII - Moon 17 - The Convocation of Triglav Bioadaptation Chambers
60000955,0.512569589,Sotrentaira VI - Moon 3 - Caldari Provisions Warehouse
60000958,0.512569589,Sotrentaira VI - Moon 5 - Caldari Provisions Plantation
60000961,-1,Kino VII - Moon 10 - Perun Clade Bioadaptation Chambers
60000964,0.346931481,Obe VI - Caldari Provisions Plantation
60000967,0.329198936,Osaa IV - Moon 11 - Caldari Provisions Plantation
60000970,-1,Wirashoda VIII - Moon 5 - Veles Clade Bioadaptation Chambers
60000973,0.47417905,Uchoshi XI - Moon 4 - Caldari Provisions Food Packaging
60000976,0.508041099,Nonni III - Moon 1 - Kaalakiota Corporation Factory
60000979,0.741152174,Piak IV - Moon 14 - Kaalakiota Corporation Warehouse
60000982,0.508041099,Nonni I - Kaalakiota Corporation Factory
60000985,0.508041099,Nonni VI - Kaalakiota Corporation Factory
60000988,0.508041099,Nonni IV - Kaalakiota Corporation Factory
60000991,0.508041099,Nonni VI - Moon 1 - Kaalakiota Corporation Factory
60000994,0.828088048,Ithar XI - Kaalakiota Corporation Warehouse
60000997,0.839759668,Asrios VII - Moon 1 - Kaalakiota Corporation Factory
60001000,0.828088048,Ithar VI - Moon 10 - Kaalakiota Corporation Factory
60001003,0.828088048,Ithar VIII - Moon 16 - Kaalakiota Corporation Warehouse
60001006,0.837563114,Shemah VII - Moon 10 - Kaalakiota Corporation Factory
60001009,0.839759668,Asrios III - Kaalakiota Corporation Factory
60001012,0.62956177,Ziona VII - Moon 1 - Kaalakiota Corporation Factory
60001015,0.62956177,Ziona VII - Moon 3 - Kaalakiota Corporation Warehouse
60001018,0.62956177,Ziona V - Moon 1 - Kaalakiota Corporation Warehouse
60001021,0.62956177,Ziona VI - Moon 6 - Kaalakiota Corporation Factory
60001024,0.602217713,Sukirah IX - Moon 7 - Kaalakiota Corporation Research Center
60001027,0.62956177,Ziona III - Moon 1 - Kaalakiota Corporation Warehouse
60001030,0.307799963,Odebeinn V - Moon 5 - Kaalakiota Corporation Factory
60001033,0.43432908,Frulegur IX - Moon 4 - Kaalakiota Corporation Warehouse
60001036,0.43432908,Frulegur X - Moon 3 - Kaalakiota Corporation Factory
60001039,0.413523674,Konora VI - Kaalakiota Corporation Factory
60001042,0.43432908,Frulegur VIII - Moon 4 - Kaalakiota Corporation Warehouse
60001045,0.596073289,Hodrold VIII - Moon 2 - Kaalakiota Corporation Factory
60001048,0.478834477,Bania VI - Moon 11 - Kaalakiota Corporation Warehouse
60001051,0.535869931,Agal I - Kaalakiota Corporation Factory
60001054,0.491687161,Ebasez VIII - Moon 4 - Kaalakiota Corporation Factory
60001057,0.525594427,Nasreri III - Moon 1 - Kaalakiota Corporation Factory
60001060,0.537723493,Heorah VII - Moon 2 - Kaalakiota Corporation Factory
60001063,0.537723493,Heorah VII - Kaalakiota Corporation Factory
60001066,0.59739217,Goram V - Moon 3 - Kaalakiota Corporation Factory
60001069,0.589686556,Tendhyes VIII - Kaalakiota Corporation Factory
60001072,0.57656303,Ahrosseas VI - Moon 10 - Kaalakiota Corporation Factory
60001075,0.59739217,Goram VIII - Moon 4 - Kaalakiota Corporation Factory
60001078,0.572841744,Tividu IV - Moon 3 - Kaalakiota Corporation Factory
60001081,0.572841744,Tividu III - Kaalakiota Corporation Factory
60001084,0.684395769,Pimebeka X - Kaalakiota Corporation Factory
60001087,0.804101994,Baviasi X - Moon 2 - Kaalakiota Corporation Factory
60001090,0.804101994,Baviasi VI - Moon 3 - Kaalakiota Corporation Factory
60001093,0.891444073,Hilaban III - Moon 3 - Kaalakiota Corporation Factory
60001096,0.832133876,Tash-Murkon Prime II - Moon 1 - Kaalakiota Corporation Factory
60001099,0.804101994,Baviasi II - Kaalakiota Corporation Factory
60001102,0.583068996,Tongofur VII - Kaalakiota Corporation Factory
60001105,0.583068996,Tongofur VIII - Kaalakiota Corporation Warehouse
60001108,0.732252144,Gerek IV - Moon 8 - Kaalakiota Corporation Factory
60001111,0.774381873,Ebasgerdur V - Moon 11 - Kaalakiota Corporation Factory
60001114,0.44463155,Ebodold X - Moon 17 - Kaalakiota Corporation Research Center
60001117,0.618088559,Rokofur IX - Kaalakiota Corporation Factory
60001120,0.162919386,Shafrak VIII - Moon 13 - Kaalakiota Corporation Factory
60001123,0.286009515,Nalnifan II - Moon 8 - Kaalakiota Corporation Factory
60001126,0.317565271,Getrenjesa IX - Moon 1 - Kaalakiota Corporation Factory
60001129,0.286009515,Nalnifan VI - Moon 20 - Kaalakiota Corporation Factory
